Genesymbol	miRNA	Cancertype	Targetsiteclass
PAX3	hsa-miR-497-3p	"BladderUrothelialCarcinoma(TCGA,US)"	Created
PICALM	hsa-miR-3613-3p	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-607	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-3613-3p	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-607	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-3613-3p	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-607	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-3613-3p	"ProstateCancer(OICR,CA)"	Created
PICALM	hsa-miR-607	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-106b-5p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-20a-5p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-302d-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548am-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548ar-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548av-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548b-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548c-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548i	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548o-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548am-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548ar-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548av-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548b-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548c-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548i	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548o-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548w	"ProstateCancer(OICR,CA)"	Created
MET	hsa-miR-4733-5p	"ProstateCancer(OICR,CA)"	Created
MET	hsa-miR-4733-5p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-30b-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-372	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-372	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-372	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-372	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
MLLT6	hsa-miR-20b-5p	"ProstateCancer(OICR,CA)"	Created
MLLT6	hsa-miR-372	"ProstateCancer(OICR,CA)"	Created
MLLT6	hsa-miR-373-3p	"ProstateCancer(OICR,CA)"	Created
MLLT6	hsa-miR-4425	"ProstateCancer(OICR,CA)"	Disrupted
MLLT6	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
MLLT6	hsa-miR-526b-3p	"ProstateCancer(OICR,CA)"	Created
RNF213	hsa-miR-30c-1-3p	"ProstateCancer(OICR,CA)"	Created
RNF213	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Created
RNF213	hsa-miR-3689a-3p	"ProstateCancer(OICR,CA)"	Created
RNF213	hsa-miR-3689b-3p	"ProstateCancer(OICR,CA)"	Created
RNF213	hsa-miR-3689c	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
AKT2	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
KRAS	hsa-miR-4684-5p	"ProstateCancer(OICR,CA)"	Created
KRAS	hsa-miR-4684-5p	"ProstateCancer(OICR,CA)"	Created
KDSR	hsa-miR-411-5p	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-3187-5p	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-3187-5p	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-3675-3p	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-3675-3p	"ProstateCancer(OICR,CA)"	Created
NRAS	hsa-miR-150-5p	"ProstateCancer(OICR,CA)"	Created
NRAS	hsa-miR-513c-5p	"ProstateCancer(OICR,CA)"	Disrupted
ZNF320	hsa-miR-340-3p	"ProstateCancer(OICR,CA)"	Created
BCL11A	hsa-miR-3913-3p	"LiverCancer(RIKEN,JP)"	Created
AFF4	hsa-miR-382-5p	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
RUNX1T1	hsa-miR-4424	"LiverCancer(RIKEN,JP)"	Created
CREB3L2	hsa-miR-4270	"LiverCancer(RIKEN,JP)"	Created
AFF4	hsa-miR-485-3p	"LiverCancer(RIKEN,JP)"	Created
RUNX1	hsa-miR-548k	"LiverCancer(RIKEN,JP)"	Created
RUNX1	hsa-miR-548k	"LiverCancer(RIKEN,JP)"	Created
ERBB3	hsa-miR-28-5p	"LiverCancer(RIKEN,JP)"	Created
MAF	hsa-miR-4676-3p	"LiverCancer(RIKEN,JP)"	Disrupted
MAF	hsa-miR-599	"LiverCancer(RIKEN,JP)"	Created
SPI1	hsa-miR-4715-5p	"LiverCancer(NCC,JP)"	Created
SPI1	hsa-miR-4715-5p	"LiverCancer(NCC,JP)"	Created
AFF4	hsa-miR-552	"LiverCancer(NCC,JP)"	Created
BCL11A	hsa-miR-548d-3p	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
RUNX1T1	hsa-miR-2113	"LiverCancer(NCC,JP)"	Created
VAV2	hsa-miR-4687-3p	"LiverCancer(NCC,JP)"	Created
VAV2	hsa-miR-4687-3p	"LiverCancer(NCC,JP)"	Created
WHSC1	hsa-miR-424-5p	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-298	"LiverCancer(NCC,JP)"	Created
AFF1	hsa-miR-298	"LiverCancer(NCC,JP)"	Created
CRKL	hsa-miR-22-5p	"LiverCancer(NCC,JP)"	Created
PBX1	hsa-miR-3158-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
WNT5A	hsa-miR-4481	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
WNT5A	hsa-miR-4481	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
FGF5	hsa-miR-4307	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
PBX3	hsa-miR-33a-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
PBX3	hsa-miR-33a-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
CARS	hsa-miR-583	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
CARS	hsa-miR-583	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
LITAF	hsa-miR-1231	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
LITAF	hsa-miR-654-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
LITAF	hsa-miR-654-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
LITAF	hsa-miR-1231	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
LITAF	hsa-miR-654-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-4661-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-596	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-1273g-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-3937	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-657	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-876-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-1273g-5p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-3937	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Disrupted
GNAS	hsa-miR-657	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
GNAS	hsa-miR-876-3p	"UterineCorpusEndometrioidCarcinoma(TCGA,US)"	Created
WHSC1	hsa-miR-338-5p	"ColonAdenocarcinoma(TCGA,US)"	Disrupted
WHSC1	hsa-miR-3163	"ColonAdenocarcinoma(TCGA,US)"	Created
WHSC1	hsa-miR-4803	"ColonAdenocarcinoma(TCGA,US)"	Created
WHSC1	hsa-miR-1273g-3p	"ColonAdenocarcinoma(TCGA,US)"	Created
WHSC1	hsa-miR-3175	"ColonAdenocarcinoma(TCGA,US)"	Disrupted
WHSC1	hsa-miR-4661-3p	"ColonAdenocarcinoma(TCGA,US)"	Disrupted
WHSC1	hsa-miR-4999-3p	"ColonAdenocarcinoma(TCGA,US)"	Disrupted
WHSC1	hsa-miR-338-5p	"ColonAdenocarcinoma(TCGA,US)"	Disrupted
PML	hsa-miR-4695-5p	"ProstateCancer(OICR,CA)"	Disrupted
PML	hsa-miR-4695-5p	"ProstateCancer(OICR,CA)"	Disrupted
STIL	hsa-miR-650	"ProstateCancer(OICR,CA)"	Disrupted
STIL	hsa-miR-650	"ProstateCancer(OICR,CA)"	Disrupted
REL	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-106a-5p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-17-5p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-302a-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-302b-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-302c-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-3122	"ProstateCancer(OICR,CA)"	Disrupted
TCTA	hsa-miR-3147	"ProstateCancer(OICR,CA)"	Disrupted
TCTA	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-520a-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-520b	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-520c-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
TCTA	hsa-miR-520e	"ProstateCancer(OICR,CA)"	Created
WHSC1	hsa-miR-5583-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGF5	hsa-miR-548ao-5p	"ProstateCancer(OICR,CA)"	Disrupted
FGF5	hsa-miR-548aq-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548as-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548j	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548k	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-559	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-4635	"ProstateCancer(OICR,CA)"	Disrupted
FGF5	hsa-miR-548ao-5p	"ProstateCancer(OICR,CA)"	Disrupted
FGF5	hsa-miR-548aq-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548as-5p	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548j	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-548k	"ProstateCancer(OICR,CA)"	Created
FGF5	hsa-miR-559	"ProstateCancer(OICR,CA)"	Created
ARHGAP26	hsa-miR-619	"ProstateCancer(OICR,CA)"	Disrupted
ARHGAP26	hsa-miR-619	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-130a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-130b-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-143-5p	"ProstateCancer(OICR,CA)"	Created
FGFR1	hsa-miR-301a-3p	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-301b	"ProstateCancer(OICR,CA)"	Disrupted
FGFR1	hsa-miR-5693	"ProstateCancer(OICR,CA)"	Created
NET1	hsa-miR-4789-3p	"ProstateCancer(OICR,CA)"	Disrupted
NET1	hsa-miR-4789-3p	"ProstateCancer(OICR,CA)"	Disrupted
CBL	hsa-miR-374b-3p	"ProstateCancer(OICR,CA)"	Disrupted
CBL	hsa-miR-374b-3p	"ProstateCancer(OICR,CA)"	Disrupted
ERBB3	hsa-miR-204-3p	"ProstateCancer(OICR,CA)"	Created
ERBB3	hsa-miR-4663	"ProstateCancer(OICR,CA)"	Disrupted
ERBB3	hsa-miR-5089	"ProstateCancer(OICR,CA)"	Created
ERBB3	hsa-miR-5186	"ProstateCancer(OICR,CA)"	Disrupted
ERBB3	hsa-miR-5589-5p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-548a-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548ak	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548am-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548ap-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548ar-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548as-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548au-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548c-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-548c-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548d-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548h-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548i	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548j	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548k	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548l	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548o-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548t-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548w	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-548y	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-338-3p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-4310	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-149-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-30c-1-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-30c-2-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-3689a-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-3689b-3p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-3689c	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-4665-5p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-4728-5p	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-34b-3p	"ProstateCancer(OICR,CA)"	Disrupted
MDM2	hsa-miR-4530	"ProstateCancer(OICR,CA)"	Created
MDM2	hsa-miR-4733-5p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-2467-3p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-2467-3p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-2467-3p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-2467-3p	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-1276	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-302a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-373-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-4487	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520b	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-1276	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-302a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-373-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-4487	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520b	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-1276	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-302a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-373-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-4487	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520b	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-1276	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-302a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302b-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-302e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-373-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-4487	"ProstateCancer(OICR,CA)"	Disrupted
GAS7	hsa-miR-512-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-519d	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520a-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520b	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520c-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520d-3p	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520e	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520g	"ProstateCancer(OICR,CA)"	Created
GAS7	hsa-miR-520h	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-532-5p	"ProstateCancer(OICR,CA)"	Created
SPECC1	hsa-miR-532-5p	"ProstateCancer(OICR,CA)"	Created
